id,datenstand,resolution
2632_1169,"2021","10"
2632_1170,"2021","10"
2632_1171,"2021","10"
2632_1172,"2021","10"
2632_1173,"2021","10"
2632_1174,"2021","10"
2632_1175,"2021","10"
2632_1176,"2021","10"
2632_1177,"2021","10"
2632_1178,"2021","10"
2632_1179,"2021","10"
2632_1180,"2021","10"
2632_1181,"2021","10"
2632_1182,"2021","10"
2632_1183,"2021","10"
2632_1184,"2021","10"
2632_1185,"2021","10"
2632_1186,"2021","10"
2632_1187,"2021","10"
2632_1188,"2021","10"
2632_1189,"2021","10"
2632_1190,"2021","10"
2632_1191,"2021","10"
2632_1192,"2021","10"
2632_1193,"2021","10"
2632_1194,"2021","10"
2632_1195,"2021","10"
2632_1196,"2021","10"
2632_1197,"2021","10"
2632_1198,"2021","10"
2632_1199,"2021","10"
2632_1200,"2021","10"
2632_1201,"2021","10"
2632_1202,"2021","10"
2632_1203,"2021","10"
2632_1204,"2021","10"
2632_1205,"2021","10"
2632_1206,"2021","10"
2633_1157,"2021","25"
2633_1158,"2021","25"
2633_1159,"2021","25"
2633_1160,"2021","25"
2633_1161,"2021","25"
2633_1162,"2021","25"
2633_1163,"2021","25"
2633_1164,"2021","10"
2633_1165,"2021","10"
2633_1166,"2021","10"
2633_1167,"2021","10"
2633_1168,"2021","10"
2633_1169,"2021","10"
2633_1170,"2021","10"
2633_1171,"2021","10"
2633_1172,"2021","10"
2633_1173,"2021","10"
2633_1174,"2021","10"
2633_1175,"2021","10"
2633_1176,"2021","10"
2633_1177,"2021","10"
2633_1178,"2021","10"
2633_1179,"2021","10"
2633_1180,"2021","10"
2633_1181,"2021","10"
2633_1182,"2021","10"
2633_1183,"2021","10"
2633_1184,"2021","10"
2633_1185,"2021","10"
2633_1186,"2021","10"
2633_1187,"2021","10"
2633_1188,"2021","10"
2633_1189,"2021","10"
2633_1190,"2021","10"
2633_1191,"2021","10"
2633_1192,"2021","10"
2633_1193,"2021","10"
2633_1194,"2021","10"
2633_1195,"2021","10"
2633_1196,"2021","10"
2633_1197,"2021","10"
2633_1198,"2021","10"
2633_1199,"2021","10"
2633_1200,"2021","10"
2633_1201,"2021","10"
2633_1202,"2021","10"
2633_1203,"2021","10"
2633_1204,"2021","10"
2633_1205,"2021","10"
2633_1206,"2021","10"
2634_1157,"2021","25"
2634_1158,"2021","25"
2634_1159,"2021","25"
2634_1160,"2021","25"
2634_1161,"2021","25"
2634_1162,"2021","25"
2634_1163,"2021","25"
2634_1164,"2021","10"
2634_1165,"2021","10"
2634_1166,"2021","10"
2634_1167,"2021","10"
2634_1168,"2021","10"
2634_1169,"2021","10"
2634_1170,"2021","10"
2634_1171,"2021","10"
2634_1172,"2021","10"
2634_1173,"2021","10"
2634_1174,"2021","10"
2634_1175,"2021","10"
2634_1176,"2021","10"
2634_1177,"2021","10"
2634_1178,"2021","10"
2634_1179,"2021","10"
2634_1180,"2021","10"
2634_1181,"2021","10"
2634_1182,"2021","10"
2634_1183,"2021","10"
2634_1184,"2021","10"
2634_1185,"2021","10"
2634_1186,"2021","10"
2634_1187,"2021","10"
2634_1188,"2021","10"
2634_1189,"2021","10"
2634_1190,"2021","10"
2634_1191,"2021","10"
2634_1192,"2021","10"
2634_1193,"2021","10"
2634_1194,"2021","10"
2634_1195,"2021","10"
2634_1196,"2021","10"
2634_1197,"2021","10"
2634_1198,"2021","10"
2634_1199,"2021","10"
2634_1200,"2021","10"
2634_1201,"2021","10"
2634_1202,"2021","10"
2634_1203,"2021","10"
2634_1204,"2021","10"
2634_1205,"2021","10"
2634_1206,"2021","10"
2635_1157,"2021","25"
2635_1158,"2021","25"
2635_1159,"2021","25"
2635_1160,"2021","25"
2635_1161,"2021","25"
2635_1162,"2021","25"
2635_1163,"2021","25"
2635_1164,"2021","10"
2635_1165,"2021","10"
2635_1166,"2021","10"
2635_1167,"2021","10"
2635_1168,"2021","10"
2635_1169,"2021","10"
2635_1170,"2021","10"
2635_1171,"2021","10"
2635_1172,"2021","10"
2635_1173,"2021","10"
2635_1174,"2021","10"
2635_1175,"2021","10"
2635_1176,"2021","10"
2635_1177,"2021","10"
2635_1178,"2021","10"
2635_1179,"2021","10"
2635_1180,"2021","10"
2635_1181,"2021","10"
2635_1182,"2021","10"
2635_1183,"2021","10"
2635_1184,"2021","10"
2635_1185,"2021","10"
2635_1186,"2021","10"
2635_1187,"2021","10"
2635_1188,"2021","10"
2635_1189,"2021","10"
2635_1190,"2021","10"
2635_1191,"2021","10"
2635_1192,"2021","10"
2635_1193,"2021","10"
2635_1194,"2021","10"
2635_1195,"2021","10"
2635_1196,"2021","10"
2635_1197,"2021","10"
2635_1198,"2021","10"
2635_1199,"2021","10"
2635_1200,"2021","10"
2635_1201,"2021","10"
2635_1202,"2021","10"
2635_1203,"2021","10"
2635_1204,"2021","10"
2635_1205,"2021","10"
2635_1206,"2021","10"
2636_1157,"2021","25"
2636_1158,"2021","25"
2636_1159,"2021","25"
2636_1160,"2021","25"
2636_1161,"2021","25"
2636_1162,"2021","25"
2636_1163,"2021","25"
2636_1164,"2021","10"
2636_1165,"2021","10"
2636_1166,"2021","10"
2636_1167,"2021","10"
2636_1168,"2021","10"
2636_1169,"2021","10"
2636_1170,"2021","10"
2636_1171,"2021","10"
2636_1172,"2021","10"
2636_1173,"2021","10"
2636_1174,"2021","10"
2636_1175,"2021","10"
2636_1176,"2021","10"
2636_1177,"2021","10"
2636_1178,"2021","10"
2636_1179,"2021","10"
2636_1180,"2021","10"
2636_1181,"2021","10"
2636_1182,"2021","10"
2636_1183,"2021","10"
2636_1184,"2021","10"
2636_1185,"2021","10"
2636_1186,"2021","10"
2636_1187,"2021","10"
2636_1188,"2021","10"
2636_1189,"2021","10"
2636_1190,"2021","10"
2636_1191,"2021","10"
2636_1192,"2021","10"
2636_1193,"2021","10"
2636_1194,"2021","10"
2636_1195,"2021","10"
2636_1196,"2021","10"
2636_1197,"2021","10"
2636_1198,"2021","10"
2636_1199,"2021","10"
2636_1200,"2021","10"
2636_1201,"2021","10"
2636_1202,"2021","10"
2636_1203,"2021","10"
2636_1204,"2021","10"
2636_1205,"2021","10"
2636_1206,"2021","10"
2637_1157,"2021","25"
2637_1158,"2021","25"
2637_1159,"2021","25"
2637_1160,"2021","25"
2637_1161,"2021","25"
2637_1162,"2021","25"
2637_1163,"2021","25"
2637_1164,"2021","10"
2637_1165,"2021","10"
2637_1166,"2021","10"
2637_1167,"2021","10"
2637_1168,"2021","10"
2637_1169,"2021","10"
2637_1170,"2021","10"
2637_1171,"2021","10"
2637_1172,"2021","10"
2637_1173,"2021","10"
2637_1174,"2021","10"
2637_1175,"2021","10"
2637_1176,"2021","10"
2637_1177,"2021","10"
2637_1178,"2021","10"
2637_1179,"2021","10"
2637_1180,"2021","10"
2637_1181,"2021","10"
2637_1182,"2021","10"
2637_1183,"2021","10"
2637_1184,"2021","10"
2637_1185,"2021","10"
2637_1186,"2021","10"
2637_1187,"2021","10"
2637_1188,"2021","10"
2637_1189,"2021","10"
2637_1190,"2021","10"
2637_1191,"2021","10"
2637_1192,"2021","10"
2637_1193,"2021","10"
2637_1194,"2021","10"
2637_1195,"2021","10"
2637_1196,"2021","10"
2637_1197,"2021","10"
2637_1198,"2021","10"
2637_1199,"2021","10"
2637_1200,"2021","10"
2637_1201,"2021","10"
2637_1202,"2021","10"
2637_1203,"2021","10"
2637_1204,"2021","10"
2637_1205,"2021","10"
2637_1206,"2021","10"
